"Mic","Note","Vel","Name","PeakDb","T_m40ms","T_m30ms","T_m20ms","T_m12ms","TpeakMs"
"Close 6","D0","36","D0_v36_e0_rr1 DPA CFIII.wav","-31.2","0","2.438","29.5","29.729","33.29"
"Close 6","D0","45","D0_v45_e0_rr1 DPA CFIII.wav","-26.4","0.896","16.208","24.938","31.146","34.65"
"Close 6","D0","54","D0_v54_e0_rr1 DPA CFIII.wav","-23","1.208","7.167","14.375","22","25.46"
"Close 6","D0","63","D0_v63_e0_rr1 DPA CFIII.wav","-20.3","0.812","2.021","8.854","16.812","20.4"
"Close 6","D0","72","D0_v72_e0_rr1 DPA CFIII.wav","-17.4","0.021","0.771","4.021","13.875","17.48"
"Close 6","D0","81","D0_v81_e0_rr1 DPA CFIII.wav","-14.4","0","1.25","6","9.979","16.38"
"Close 6","D0","90","D0_v90_e0_rr1 DPA CFIII.wav","-12.9","1.875","6.021","10.792","16.021","22.4"
"Close 6","D0","99","D0_v99_e0_rr1 DPA CFIII.wav","-11.2","0","0","0.25","2.833","9.25"
"Close 6","D0","9","D0_v9_e0_rr1 DPA CFIII.wav","-38.5","0","1.021","8.542","8.854","15.46"
"Close 6","D1","108","D1_v108_e0_rr1 DPA CFIII.wav","-8.8","0.188","0.729","3.583","7.562","28"
"Close 6","D1","117","D1_v117_e0_rr1 DPA CFIII.wav","-6.2","0","0.312","4.417","7.875","28.48"
"Close 6","D1","127","D1_v127_e0_rr1 DPA CFIII.wav","-5.5","0","0.229","3.583","7.833","28.44"
"Close 6","D1","18","D1_v18_e0_rr1 DPA CFIII.wav","-29.3","1.083","2.104","7.708","8.833","15.02"
"Close 6","D1","36","D1_v36_e0_rr1 DPA CFIII.wav","-27.3","0.021","0.146","3.729","4.812","10.98"
"Close 6","D1","45","D1_v45_e0_rr1 DPA CFIII.wav","-24.4","1","2.125","7.771","8.562","15.08"
"Close 6","D1","54","D1_v54_e0_rr1 DPA CFIII.wav","-21.8","0.062","2.396","11.646","12.417","18.96"
"Close 6","D1","63","D1_v63_e0_rr1 DPA CFIII.wav","-19.4","0.229","2.021","5.312","7.958","15.12"
"Close 6","D1","72","D1_v72_e0_rr1 DPA CFIII.wav","-16.5","0.208","1.312","4.604","7.917","15.1"
"Close 6","D1","81","D1_v81_e0_rr1 DPA CFIII.wav","-14.4","0","2.458","7.812","11.125","31.69"
"Close 6","D1","90","D1_v90_e0_rr1 DPA CFIII.wav","-13.3","0","8.292","13.479","16.979","37.52"
"Close 6","D1","99","D1_v99_e0_rr1 DPA CFIII.wav","-11.6","0","0.917","4.5","7.917","28.38"
"Close 6","D1","9","D1_v9_e0_rr1 DPA CFIII.wav","-31.9","0.25","2.021","7.708","8.75","15"
"Close 6","D2","108","D2_v108_e0_rr1 DPA CFIII.wav","-10.5","0","3.896","4.042","8.25","61.48"
"Close 6","D2","117","D2_v117_e0_rr1 DPA CFIII.wav","-7.3","0","3.896","4.021","8.229","61.44"
"Close 6","D2","127","D2_v127_e0_rr1 DPA CFIII.wav","-6.5","0","1.292","3.729","7.896","61.12"
"Close 6","D2","18","D2_v18_e0_rr1 DPA CFIII.wav","-33.4","0","3.708","8.792","8.958","154.96"
"Close 6","D2","27","D2_v27_e0_rr1 DPA CFIII.wav","-31.2","0.729","3.75","8.333","8.938","154.94"
"Close 6","D2","36","D2_v36_e0_rr1 DPA CFIII.wav","-30.8","0","5.417","8.312","8.958","161.73"
"Close 6","D2","45","D2_v45_e0_rr1 DPA CFIII.wav","-29","0","3.75","8.333","8.958","161.75"
"Close 6","D2","54","D2_v54_e0_rr1 DPA CFIII.wav","-26.2","0","3.729","8.229","8.938","148.12"
"Close 6","D2","63","D2_v63_e0_rr1 DPA CFIII.wav","-23.4","0.458","3.708","8.271","8.958","134.6"
"Close 6","D2","72","D2_v72_e0_rr1 DPA CFIII.wav","-0","4.5","25.833","30.167","31","85.65"
"Close 6","D2","81","D2_v81_e0_rr1 DPA CFIII.wav","-17.4","1.396","3.729","7.958","8.792","114.19"
"Close 6","D2","90","D2_v90_e0_rr1 DPA CFIII.wav","-15.3","1.646","3.583","3.75","8.729","114.15"
"Close 6","D2","99","D2_v99_e0_rr1 DPA CFIII.wav","-13.2","0.521","3.688","3.75","8.708","52.96"
"Close 6","D2","9","D2_v9_e0_rr1 DPA CFIII.wav","-39.1","0.125","3.208","8.688","8.917","19.33"
"Close 6","D3","108","D3_v108_e0_rr1 DPA CFIII.wav","-6.9","0.729","6.854","8.583","9.062","38.08"
"Close 6","D3","117","D3_v117_e0_rr1 DPA CFIII.wav","-4.1","1.229","6.812","8.625","9.021","38.12"
"Close 6","D3","127","D3_v127_e0_rr1 DPA CFIII.wav","-3.1","1.292","6.812","8.646","9.021","38.12"
"Close 6","D3","18","D3_v18_e0_rr1 DPA CFIII.wav","-38","0.125","0.438","2.188","2.417","31.56"
"Close 6","D3","27","D3_v27_e0_rr1 DPA CFIII.wav","-31.7","0.104","6.875","8.812","8.979","38.08"
"Close 6","D3","36","D3_v36_e0_rr1 DPA CFIII.wav","-28.9","0","8.042","8.833","8.979","38.1"
"Close 6","D3","45","D3_v45_e0_rr1 DPA CFIII.wav","-27.4","0.375","8.771","8.854","8.979","38.08"
"Close 6","D3","54","D3_v54_e0_rr1 DPA CFIII.wav","-24.8","2.271","8.521","8.875","8.979","38.1"
"Close 6","D3","63","D3_v63_e0_rr1 DPA CFIII.wav","-22","1.146","8.167","8.896","9","38.1"
"Close 6","D3","72","D3_v72_e0_rr1 DPA CFIII.wav","-18.3","0.208","7.021","9.104","9.208","38.31"
"Close 6","D3","81","D3_v81_e0_rr1 DPA CFIII.wav","-14.7","6.854","8.208","8.917","9.021","38.12"
"Close 6","D3","90","D3_v90_e0_rr1 DPA CFIII.wav","-11.9","5.562","6.875","8.583","9","34.79"
"Close 6","D3","99","D3_v99_e0_rr1 DPA CFIII.wav","-9.5","4.479","6.896","8.625","9.042","38.15"
"Close 6","D3","9","D3_v9_e0_rr1 DPA CFIII.wav","-54.7","0","0","0.062","9.104","41.77"
"Close 6","D4","108","D4_v108_e0_rr1 DPA CFIII.wav","-7.4","4","4.125","5.167","5.25","27.9"
"Close 6","D4","117","D4_v117_e0_rr1 DPA CFIII.wav","-4.4","3.396","7.188","7.312","8.396","32.71"
"Close 6","D4","127","D4_v127_e0_rr1 DPA CFIII.wav","-3.3","0.312","7.208","8.333","8.375","32.71"
"Close 6","D4","18","D4_v18_e0_rr1 DPA CFIII.wav","-41.6","0.5","2.833","4.417","6.875","29.23"
"Close 6","D4","27","D4_v27_e0_rr1 DPA CFIII.wav","-32.4","0.688","3.5","4.521","6.292","29.21"
"Close 6","D4","36","D4_v36_e0_rr1 DPA CFIII.wav","-29.3","0.979","3.667","4.542","6.271","29.19"
"Close 6","D4","54","D4_v54_e0_rr1 DPA CFIII.wav","-26.7","2.667","3.625","4.542","6.271","29.19"
"Close 6","D4","63","D4_v63_e0_rr1 DPA CFIII.wav","-23.7","4","4.125","5.125","5.271","29.71"
"Close 6","D4","72","D4_v72_e0_rr1 DPA CFIII.wav","-20.2","4.104","4.188","5.146","5.271","29.71"
"Close 6","D4","81","D4_v81_e0_rr1 DPA CFIII.wav","-16","3.042","4.167","5.188","5.271","29.71"
"Close 6","D4","90","D4_v90_e0_rr1 DPA CFIII.wav","-12.5","1.396","4.146","5.188","5.271","29.71"
"Close 6","D4","99","D4_v99_e0_rr1 DPA CFIII.wav","-10.5","4","4.125","5.167","5.25","26.23"
"Close 6","D4","9","D4_v9_e0_rr1 DPA CFIII.wav","-57.4","0","0","0","8.146","20.46"
"Close 6","D5","108","D5_v108_e0_rr1 DPA CFIII.wav","-5.8","1.417","6.688","6.812","8.938","18.12"
"Close 6","D5","117","D5_v117_e0_rr1 DPA CFIII.wav","-2.9","0.771","6.458","6.583","8","17.9"
"Close 6","D5","127","D5_v127_e0_rr1 DPA CFIII.wav","-1.5","0.792","6.667","6.833","8.25","18.52"
"Close 6","D5","18","D5_v18_e0_rr1 DPA CFIII.wav","-42.7","0.292","6.125","6.396","8.958","17.94"
"Close 6","D5","27","D5_v27_e0_rr1 DPA CFIII.wav","-34.7","0","6.188","6.417","8.958","17.88"
"Close 6","D5","36","D5_v36_e0_rr1 DPA CFIII.wav","-29.8","0","6.333","6.917","8.958","17.88"
"Close 6","D5","45","D5_v45_e0_rr1 DPA CFIII.wav","-27.7","0.688","6.333","6.896","8.958","17.88"
"Close 6","D5","54","D5_v54_e0_rr1 DPA CFIII.wav","-25.7","2.312","6.354","6.917","8.958","17.88"
"Close 6","D5","63","D5_v63_e0_rr1 DPA CFIII.wav","-23","4.667","6.312","6.917","8.688","17.85"
"Close 6","D5","72","D5_v72_e0_rr1 DPA CFIII.wav","-19","5.5","6.354","6.917","8.667","17.88"
"Close 6","D5","81","D5_v81_e0_rr1 DPA CFIII.wav","-14.7","5.729","6.417","6.938","8.688","17.88"
"Close 6","D5","90","D5_v90_e0_rr1 DPA CFIII.wav","-9.8","3.083","6.438","6.958","8.708","17.9"
"Close 6","D5","99","D5_v99_e0_rr1 DPA CFIII.wav","-8.3","5.021","6.438","6.958","8.708","17.9"
"Close 6","D5","9","D5_v9_e0_rr1 DPA CFIII.wav","-51.6","0","0","6.771","8.896","17.83"
"Close 6","D6","108","D6_v108_e0_rr1 DPA CFIII.wav","-10.8","6.938","7.167","7.375","8.646","21.06"
"Close 6","D6","117","D6_v117_e0_rr1 DPA CFIII.wav","-7.2","0.312","7.271","7.562","8.833","10.92"
"Close 6","D6","127","D6_v127_e0_rr1 DPA CFIII.wav","-6.3","0","7.083","7.375","8.188","10.71"
"Close 6","D6","18","D6_v18_e0_rr1 DPA CFIII.wav","-57.1","0","0.271","0.562","8.958","14.15"
"Close 6","D6","27","D6_v27_e0_rr1 DPA CFIII.wav","-46.7","0","1","7.792","8.875","13.98"
"Close 6","D6","36","D6_v36_e0_rr1 DPA CFIII.wav","-40.5","2.542","2.833","8.521","8.958","21.5"
"Close 6","D6","54","D6_v54_e0_rr1 DPA CFIII.wav","-36.9","1.458","4.625","7.688","8.958","21.46"
"Close 6","D6","63","D6_v63_e0_rr1 DPA CFIII.wav","-33","3.396","7.438","7.521","8.896","21.27"
"Close 6","D6","72","D6_v72_e0_rr1 DPA CFIII.wav","-26.5","7.188","7.458","7.542","9","21.25"
"Close 6","D6","81","D6_v81_e0_rr1 DPA CFIII.wav","-20.4","7.062","7.312","7.375","8.854","21.06"
"Close 6","D6","90","D6_v90_e0_rr1 DPA CFIII.wav","-15.4","7.042","7.146","7.375","8.833","21.06"
"Close 6","D6","99","D6_v99_e0_rr1 DPA CFIII.wav","-13.7","7.062","7.333","7.375","8.667","21.06"
"Close 6","D6","9","D6_v9_e0_rr1 DPA CFIII.wav","-62","0","0","4.729","17.146","37.94"
"Close 7","D#0","108","D#0_v108_e0_rr1 DPA CFIII.wav","-10.1","0.042","0.354","3.354","14.104","14.5"
"Close 7","D#0","117","D#0_v117_e0_rr1 DPA CFIII.wav","-7.4","0.458","1.375","6","15.979","17.15"
"Close 7","D#0","127","D#0_v127_e0_rr1 DPA CFIII.wav","-6.7","0","0.917","7.333","17.229","18.42"
"Close 7","D#0","18","D#0_v18_e0_rr1 DPA CFIII.wav","-33.4","0","4.604","17.208","17.396","20.73"
"Close 7","D#0","27","D#0_v27_e0_rr1 DPA CFIII.wav","-30.7","0.146","0.375","8.625","8.938","12.29"
"Close 7","D#0","36","D#0_v36_e0_rr1 DPA CFIII.wav","-29.6","0","1.521","9.75","10.021","13.35"
"Close 7","D#0","45","D#0_v45_e0_rr1 DPA CFIII.wav","-27.2","0.708","6.25","27.375","27.479","30.79"
"Close 7","D#0","54","D#0_v54_e0_rr1 DPA CFIII.wav","-23.9","5.708","9.167","21.917","22.104","25.42"
"Close 7","D#0","63","D#0_v63_e0_rr1 DPA CFIII.wav","-20.7","0.146","0.333","11.333","11.729","15.02"
"Close 7","D#0","72","D#0_v72_e0_rr1 DPA CFIII.wav","-17.6","0.979","15.188","27.583","29.458","32.79"
"Close 7","D#0","81","D#0_v81_e0_rr1 DPA CFIII.wav","-14.8","0.208","4.333","9.125","18.5","21.79"
"Close 7","D#0","90","D#0_v90_e0_rr1 DPA CFIII.wav","-13.1","3.958","6","12.083","21.417","24.79"
"Close 7","D#0","99","D#0_v99_e0_rr1 DPA CFIII.wav","-11.6","6.833","9.792","14.521","25.188","28.56"
"Close 7","D#0","9","D#0_v9_e0_rr1 DPA CFIII.wav","-42","0","2.938","3.979","8.812","169.94"
"Close 7","D#1","108","D#1_v108_e0_rr1 DPA CFIII.wav","-9.9","1.688","5.25","8.688","13.125","115.77"
"Close 7","D#1","117","D#1_v117_e0_rr1 DPA CFIII.wav","-7.3","0","0.167","1.646","6.375","78.19"
"Close 7","D#1","127","D#1_v127_e0_rr1 DPA CFIII.wav","-6.5","0","0.146","0.771","6.396","78.17"
"Close 7","D#1","18","D#1_v18_e0_rr1 DPA CFIII.wav","-29.5","0.208","1.354","9.708","10.917","42.58"
"Close 7","D#1","36","D#1_v36_e0_rr1 DPA CFIII.wav","-27.1","0.375","1.104","6.479","7.104","39.33"
"Close 7","D#1","45","D#1_v45_e0_rr1 DPA CFIII.wav","-23.9","0.604","2","7.646","8.292","40.46"
"Close 7","D#1","54","D#1_v54_e0_rr1 DPA CFIII.wav","-21","0.083","0.542","6.458","7.146","39.25"
"Close 7","D#1","63","D#1_v63_e0_rr1 DPA CFIII.wav","-19","0.583","4.167","6.604","10.167","42.29"
"Close 7","D#1","72","D#1_v72_e0_rr1 DPA CFIII.wav","-16.5","0","0.104","3.604","7.208","26.54"
"Close 7","D#1","81","D#1_v81_e0_rr1 DPA CFIII.wav","-14.5","0.146","2.938","8.229","11.271","31.23"
"Close 7","D#1","90","D#1_v90_e0_rr1 DPA CFIII.wav","-13.7","0","0.188","3.562","6.604","26.58"
"Close 7","D#1","99","D#1_v99_e0_rr1 DPA CFIII.wav","-12","0","0","2.604","7.021","108.73"
"Close 7","D#1","9","D#1_v9_e0_rr1 DPA CFIII.wav","-32.3","0.167","1.979","3.583","4.333","36.54"
"Close 7","D#2","108","D#2_v108_e0_rr1 DPA CFIII.wav","-10.9","0","4.062","4.208","8.458","93.23"
"Close 7","D#2","117","D#2_v117_e0_rr1 DPA CFIII.wav","-8.3","0","4.104","4.229","8.854","93.23"
"Close 7","D#2","127","D#2_v127_e0_rr1 DPA CFIII.wav","-7.5","0","1.271","4.104","8.375","30.02"
"Close 7","D#2","36","D#2_v36_e0_rr1 DPA CFIII.wav","-30.7","0","4.042","8.396","8.979","112.44"
"Close 7","D#2","45","D#2_v45_e0_rr1 DPA CFIII.wav","-27.6","0.25","4.146","8.396","9","112.48"
"Close 7","D#2","54","D#2_v54_e0_rr1 DPA CFIII.wav","-24.7","0","4.167","8.375","8.979","125.21"
"Close 7","D#2","63","D#2_v63_e0_rr1 DPA CFIII.wav","-22","0","4.104","8.354","8.979","93.23"
"Close 7","D#2","72","D#2_v72_e0_rr1 DPA CFIII.wav","-19.2","1.208","4.125","4.271","8.979","93.25"
"Close 7","D#2","81","D#2_v81_e0_rr1 DPA CFIII.wav","-16.5","0.208","4.167","4.25","8.479","93.23"
"Close 7","D#2","90","D#2_v90_e0_rr1 DPA CFIII.wav","-15.5","0.292","4.042","4.229","8.458","150.71"
"Close 7","D#2","99","D#2_v99_e0_rr1 DPA CFIII.wav","-13.6","0","4.062","4.208","8.458","93.23"
"Close 7","D#2","9","D#2_v9_e0_rr1 DPA CFIII.wav","-34.6","0.042","3.979","8.833","8.958","112.44"
"Close 7","D#3","108","D#3_v108_e0_rr1 DPA CFIII.wav","-6.5","0.146","0.271","1.896","2.312","24.81"
"Close 7","D#3","117","D#3_v117_e0_rr1 DPA CFIII.wav","-3.7","0","0.25","1.75","2.271","24.77"
"Close 7","D#3","127","D#3_v127_e0_rr1 DPA CFIII.wav","-2.9","0","0.125","1.729","2.271","24.77"
"Close 7","D#3","18","D#3_v18_e0_rr1 DPA CFIII.wav","-27.9","0.083","1.896","2.062","2.375","24.77"
"Close 7","D#3","27","D#3_v27_e0_rr1 DPA CFIII.wav","-25.4","0.188","2.021","2.146","2.396","24.81"
"Close 7","D#3","36","D#3_v36_e0_rr1 DPA CFIII.wav","-24.7","0.104","2.042","2.167","2.417","24.83"
"Close 7","D#3","45","D#3_v45_e0_rr1 DPA CFIII.wav","-23.6","0.188","2","2.125","2.396","24.81"
"Close 7","D#3","54","D#3_v54_e0_rr1 DPA CFIII.wav","-21.4","0.271","1.562","2.146","2.396","24.81"
"Close 7","D#3","63","D#3_v63_e0_rr1 DPA CFIII.wav","-18.7","0.229","2.104","2.188","2.396","24.83"
"Close 7","D#3","72","D#3_v72_e0_rr1 DPA CFIII.wav","-15.7","0.104","1.625","2.167","2.312","24.81"
"Close 7","D#3","81","D#3_v81_e0_rr1 DPA CFIII.wav","-12.6","0.021","0.312","2.167","2.312","24.83"
"Close 7","D#3","90","D#3_v90_e0_rr1 DPA CFIII.wav","-10.8","0.146","0.271","2.125","2.271","24.79"
"Close 7","D#3","99","D#3_v99_e0_rr1 DPA CFIII.wav","-8.9","0.104","0.25","2.125","2.271","24.79"
"Close 7","D#3","9","D#3_v9_e0_rr1 DPA CFIII.wav","-33.9","0","0.708","1.979","3.458","24.77"
"Close 7","D#4","108","D#4_v108_e0_rr1 DPA CFIII.wav","-8.7","0.5","2.5","3.5","3.542","17.9"
"Close 7","D#4","117","D#4_v117_e0_rr1 DPA CFIII.wav","-5.6","0.25","1.042","1.458","2.188","16.52"
"Close 7","D#4","127","D#4_v127_e0_rr1 DPA CFIII.wav","-4.6","0","1.417","1.542","2.562","16.9"
"Close 7","D#4","18","D#4_v18_e0_rr1 DPA CFIII.wav","-47.5","0","2.667","21.625","22.333","30.88"
"Close 7","D#4","27","D#4_v27_e0_rr1 DPA CFIII.wav","-36.8","14.833","29.667","30.583","31.583","34.1"
"Close 7","D#4","36","D#4_v36_e0_rr1 DPA CFIII.wav","-32.7","21.667","31.229","32.146","32.354","41.23"
"Close 7","D#4","54","D#4_v54_e0_rr1 DPA CFIII.wav","-29.7","0","0.021","0.917","1.062","10"
"Close 7","D#4","63","D#4_v63_e0_rr1 DPA CFIII.wav","-26.7","1.688","1.833","2.75","2.896","6.17"
"Close 7","D#4","72","D#4_v72_e0_rr1 DPA CFIII.wav","-22.6","0.729","0.812","1.771","1.875","5.15"
"Close 7","D#4","81","D#4_v81_e0_rr1 DPA CFIII.wav","-18.3","0.062","0.667","1.646","1.729","5"
"Close 7","D#4","90","D#4_v90_e0_rr1 DPA CFIII.wav","-13.7","1.375","1.542","2.5","2.583","16.94"
"Close 7","D#4","99","D#4_v99_e0_rr1 DPA CFIII.wav","-12.1","0.25","1.917","2.896","2.958","15.75"
"Close 7","D#4","9","D#4_v9_e0_rr1 DPA CFIII.wav","-56.5","0","2.042","68.562","85.042","144.23"
"Close 7","D#5","108","D#5_v108_e0_rr1 DPA CFIII.wav","-5.4","6.458","6.542","7.042","8.75","22.77"
"Close 7","D#5","117","D#5_v117_e0_rr1 DPA CFIII.wav","-2.4","2.958","6.542","6.625","8.729","22.75"
"Close 7","D#5","127","D#5_v127_e0_rr1 DPA CFIII.wav","-1.5","0.5","6.542","7","8.729","22.75"
"Close 7","D#5","18","D#5_v18_e0_rr1 DPA CFIII.wav","-43.5","0","4.5","6.417","8.958","16.42"
"Close 7","D#5","27","D#5_v27_e0_rr1 DPA CFIII.wav","-35","0","6.25","6.458","8.979","35.58"
"Close 7","D#5","36","D#5_v36_e0_rr1 DPA CFIII.wav","-33.3","0.146","6.292","6.5","8.979","35.17"
"Close 7","D#5","45","D#5_v45_e0_rr1 DPA CFIII.wav","-30.5","0.354","6.375","6.604","8.979","34.75"
"Close 7","D#5","54","D#5_v54_e0_rr1 DPA CFIII.wav","-27.4","0.938","6.375","6.604","8.958","34.73"
"Close 7","D#5","63","D#5_v63_e0_rr1 DPA CFIII.wav","-23.3","3","6.375","6.979","8.958","34.73"
"Close 7","D#5","72","D#5_v72_e0_rr1 DPA CFIII.wav","-18.7","6.104","6.438","6.958","8.979","16.38"
"Close 7","D#5","81","D#5_v81_e0_rr1 DPA CFIII.wav","-14.1","6.438","6.479","7","8.708","16.38"
"Close 7","D#5","90","D#5_v90_e0_rr1 DPA CFIII.wav","-10.3","5.479","6.521","7","8.729","21.19"
"Close 7","D#5","99","D#5_v99_e0_rr1 DPA CFIII.wav","-8.4","6.438","6.521","7","8.75","31.56"
"Close 7","D#5","9","D#5_v9_e0_rr1 DPA CFIII.wav","-52.1","0","0.458","6.021","8","16.38"
"Close 7","D#6","108","D#6_v108_e0_rr1 DPA CFIII.wav","-9.8","7.521","7.833","8.042","9","11.33"
"Close 7","D#6","117","D#6_v117_e0_rr1 DPA CFIII.wav","-7","0","7.729","8.021","8.271","11.31"
"Close 7","D#6","127","D#6_v127_e0_rr1 DPA CFIII.wav","-6.2","0","7.958","8.25","9","12.31"
"Close 7","D#6","18","D#6_v18_e0_rr1 DPA CFIII.wav","-54.3","0","0","8.208","9.062","30.31"
"Close 7","D#6","27","D#6_v27_e0_rr1 DPA CFIII.wav","-47.8","0","3.833","7.729","8.979","30.17"
"Close 7","D#6","36","D#6_v36_e0_rr1 DPA CFIII.wav","-42.5","0","7.521","7.646","8.958","14.46"
"Close 7","D#6","54","D#6_v54_e0_rr1 DPA CFIII.wav","-37.9","2.417","7.542","7.625","8.979","11.06"
"Close 7","D#6","63","D#6_v63_e0_rr1 DPA CFIII.wav","-32.7","5.667","7.562","7.646","8.979","11.02"
"Close 7","D#6","72","D#6_v72_e0_rr1 DPA CFIII.wav","-26.2","7.021","7.417","7.625","8.979","10.98"
"Close 7","D#6","81","D#6_v81_e0_rr1 DPA CFIII.wav","-19.7","7.312","7.417","7.625","8.625","10.96"
"Close 7","D#6","90","D#6_v90_e0_rr1 DPA CFIII.wav","-15.1","6.271","6.354","6.604","7.583","9.9"
"Close 7","D#6","99","D#6_v99_e0_rr1 DPA CFIII.wav","-13","7.729","7.958","8.042","9","11.33"
"Close 7","D#6","9","D#6_v9_e0_rr1 DPA CFIII.wav","-60.5","0","0.167","3.312","9.104","31.81"
"Close 8","E0","108","E0_v108_e0_rr1 DPA CFIII.wav","-9.7","0.396","0.521","5.125","13.708","66.46"
"Close 8","E0","117","E0_v117_e0_rr1 DPA CFIII.wav","-7.7","0","3.896","8.562","15.292","69.79"
"Close 8","E0","127","E0_v127_e0_rr1 DPA CFIII.wav","-6.8","0","1.521","6.562","9.833","43.25"
"Close 8","E0","18","E0_v18_e0_rr1 DPA CFIII.wav","-32.7","0.042","6.917","20.25","20.5","71.77"
"Close 8","E0","36","E0_v36_e0_rr1 DPA CFIII.wav","-30","0","1.625","7.75","9.667","36.81"
"Close 8","E0","45","E0_v45_e0_rr1 DPA CFIII.wav","-25.6","0.042","2.333","12.208","14.083","65.19"
"Close 8","E0","54","E0_v54_e0_rr1 DPA CFIII.wav","-22.6","0.75","1.125","8.042","13.333","64.44"
"Close 8","E0","63","E0_v63_e0_rr1 DPA CFIII.wav","-19.5","2.583","4.667","11.25","18.333","69.38"
"Close 8","E0","72","E0_v72_e0_rr1 DPA CFIII.wav","-17.4","0.104","0.625","8.604","15.708","66.75"
"Close 8","E0","81","E0_v81_e0_rr1 DPA CFIII.wav","-14.8","0","0.25","0.438","9.25","60.38"
"Close 8","E0","90","E0_v90_e0_rr1 DPA CFIII.wav","-12.9","6.958","8.562","13.333","21.854","74.6"
"Close 8","E0","99","E0_v99_e0_rr1 DPA CFIII.wav","-11.8","2.583","2.729","7.417","15.979","68.73"
"Close 8","E0","9","E0_v9_e0_rr1 DPA CFIII.wav","-39.1","0","0","9.479","9.896","61.38"
"Close 8","E1","108","E1_v108_e0_rr1 DPA CFIII.wav","-8.8","1.208","3","7.688","11.104","44.25"
"Close 8","E1","117","E1_v117_e0_rr1 DPA CFIII.wav","-6","1.417","5.958","10.625","14.021","47.19"
"Close 8","E1","127","E1_v127_e0_rr1 DPA CFIII.wav","-5.1","0","0","3.5","6.917","40.04"
"Close 8","E1","18","E1_v18_e0_rr1 DPA CFIII.wav","-31.7","0","1.917","6.646","7.271","51.96"
"Close 8","E1","27","E1_v27_e0_rr1 DPA CFIII.wav","-30.7","1.625","3.833","9.583","10.167","54.9"
"Close 8","E1","36","E1_v36_e0_rr1 DPA CFIII.wav","-28.3","0.271","7.688","15.396","16.479","61.15"
"Close 8","E1","45","E1_v45_e0_rr1 DPA CFIII.wav","-24.9","0","1.708","6.188","6.812","51.98"
"Close 8","E1","54","E1_v54_e0_rr1 DPA CFIII.wav","-21.9","0.146","0.375","6.021","8.354","53.54"
"Close 8","E1","63","E1_v63_e0_rr1 DPA CFIII.wav","-19.4","0.75","1.562","4.083","6.771","51.98"
"Close 8","E1","72","E1_v72_e0_rr1 DPA CFIII.wav","-16.6","0.417","1.083","4.083","6.729","51.96"
"Close 8","E1","81","E1_v81_e0_rr1 DPA CFIII.wav","-14.3","0.812","1.208","6.104","9.167","54.4"
"Close 8","E1","90","E1_v90_e0_rr1 DPA CFIII.wav","-13","0","1.354","6.208","9.292","54.5"
"Close 8","E1","99","E1_v99_e0_rr1 DPA CFIII.wav","-11.2","2.771","7.688","12.25","15.646","60.81"
"Close 8","E1","9","E1_v9_e0_rr1 DPA CFIII.wav","-35","0.167","0.896","3.833","5","49.06"
"Close 8","E2","108","E2_v108_e0_rr1 DPA CFIII.wav","-11","0","4.312","4.458","8.417","17.67"
"Close 8","E2","117","E2_v117_e0_rr1 DPA CFIII.wav","-8.2","0","5.479","5.604","9.562","18.52"
"Close 8","E2","127","E2_v127_e0_rr1 DPA CFIII.wav","-7.6","0","3.5","5.604","9.375","18.52"
"Close 8","E2","18","E2_v18_e0_rr1 DPA CFIII.wav","-32.7","0","4.292","8.771","8.917","17.54"
"Close 8","E2","27","E2_v27_e0_rr1 DPA CFIII.wav","-30.7","0","4.438","8.479","8.917","17.58"
"Close 8","E2","45","E2_v45_e0_rr1 DPA CFIII.wav","-28.8","0.104","4.333","8.396","8.917","17.62"
"Close 8","E2","54","E2_v54_e0_rr1 DPA CFIII.wav","-26.2","0.167","4.333","8.396","8.917","17.65"
"Close 8","E2","63","E2_v63_e0_rr1 DPA CFIII.wav","-23.2","0.271","4.354","8.271","8.896","17.62"
"Close 8","E2","72","E2_v72_e0_rr1 DPA CFIII.wav","-19.8","3.458","4.333","4.479","8.917","17.65"
"Close 8","E2","81","E2_v81_e0_rr1 DPA CFIII.wav","-17.2","0","4.354","8.208","8.396","17.62"
"Close 8","E2","90","E2_v90_e0_rr1 DPA CFIII.wav","-15.3","1.062","4.375","4.438","8.396","17.65"
"Close 8","E2","99","E2_v99_e0_rr1 DPA CFIII.wav","-13.9","0.896","4.333","5.479","9.438","18.69"
"Close 8","E2","9","E2_v9_e0_rr1 DPA CFIII.wav","-36.8","0","4.417","8.708","8.896","17.52"
"Close 8","E3","108","E3_v108_e0_rr1 DPA CFIII.wav","-7.5","0.25","0.312","2.042","2.25","60.5"
"Close 8","E3","117","E3_v117_e0_rr1 DPA CFIII.wav","-5","0","0.25","1.958","2.229","48.42"
"Close 8","E3","127","E3_v127_e0_rr1 DPA CFIII.wav","-4.2","0","1.375","1.812","3.667","49.85"
"Close 8","E3","18","E3_v18_e0_rr1 DPA CFIII.wav","-30.8","0.375","0.646","0.938","4.417","38.31"
"Close 8","E3","27","E3_v27_e0_rr1 DPA CFIII.wav","-27","0.438","2.229","2.396","2.729","39.77"
"Close 8","E3","36","E3_v36_e0_rr1 DPA CFIII.wav","-26.1","0.083","0.458","0.604","0.917","37.96"
"Close 8","E3","45","E3_v45_e0_rr1 DPA CFIII.wav","-25.1","0","0.75","0.896","1.188","47.31"
